Unnamed: 0,name,store,ing_info,calories,trans_fat,total_fat,saturated_fat,sodium,cholesterol,carbohydrate,dietary_fiber,protein,total_sugars,serve_ct,serve_size,labels
126,Fudgy Chocolate Quinoa Loaf & Cake Mix,Trader Joes,"Sugar, Quinoa Flour, Cocoa Processed With Alkali, Chocolate Fudge Sauce (sugar, Water, Vegetable Glycerin, Cocoa Processed With Alkali, Cornstarch, Nonfat Dried Milk, Natural Flavor, Citric Acid (acidifier), Soy Lecithin, Xanthan Gum), Baking Powder (sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate), Natural Flavors, Salt. Contains Milk, Soy.",230.0,0.0,13.0,1.0,210.0,55.0,25.0,1.0,4.0,16.0,15.0,1/15 Pkg. (32g); Makes 1/15 Loaf (80g),
127,Turkey Cranberry Apple Salad,Trader Joes,"Turkey Breast (turkey Breast, Salt), Mayonnaise (canola Oil, Whole Egg And Egg Yolk, Water, Distilled Vinegar, Cider Vinegar, Contains Less Than 2% Of Salt, Spices, Lemon Juice Concentrate), Sweetened Dried Cranberries (cranberries, Dried Cane Sugar, Sunflower Oil), Celery, Apples, Pecans, Red Onion, Sage Leaves, Lemon Juice, Black Pepper. Contains Egg, Pecan.",270.0,0.0,21.0,1.0,370.0,40.0,8.0,1.0,13.0,6.0,3.0,1/2 Cup (100g),{'dairy free'}
128,Bloody Mary Salsa,Trader Joes,"Diced Tomatoes In Juice (tomato, Tomato Juice, Citric Acid [acidifier], Calcium Chloride), Horseradish (horseradish, Distilled Vinegar, Water, Sea Salt), Pickling Brine (water, Distilled Vinegar, Spices), Tomato Paste, Red Jalapeno Peppers, Green Chile Peppers, Worcestershire (distilled Vinegar, Molasses, Sea Salt, Spices, Tamarind), Capers (capers, Water, Salt, Distilled Vinegar), Dried Onion, Garlic Powder, Cane Sugar, Spices, Lemon Juice Concentrate, Distilled Vinegar, Water, Sea Salt.",10.0,0.0,0.0,0.0,70.0,0.0,2.0,0.0,0.0,1.0,11.0,2 Tbsp (30g),{'dairy free'}
129,Ramen Soups!,Trader Joes,"Ramen Noodles (unbleached Wheat Flour, Sea Salt, Vital Wheat Gluten, Sunflower Lecithin), Seasoning Packet (dried Chicken Broth, Dried Chicken Fat, Yeast Extract, Natural Flavors, Potato Starch, Garlic Powder, Dried Chicken, Sugar, Soy Sauce Powder [soybeans, Wheat, Salt], Sea Salt, Dried Green Onion, Dried Onion, Dried Cabbage, Shiitake Powder), Oil Packet (sunflower Oil, Sesame Oil). Contains Soy, Wheat. Chicken Ramen Soup",180.0,0.0,4.0,1.0,810.0,5.0,29.0,1.0,8.0,1.0,1.0,1 Container (43g),{'dairy free'}
131,Amba Mango Sauce,Trader Joes,"Water, Mango, Green Mango, Sunflower Oil, Garlic, Salt, Spices, Turmeric, Paprika.",25.0,0.0,2.0,0.0,150.0,0.0,2.0,0.0,0.0,1.0,14.0,2 Tbsp. (28g),{'dairy free'}
134,Oven-baked Cheese Bites With Black Summer Truffle,Trader Joes,"Semi Aged Cheese (semisoft Part-skim Cheese [raw Cow’s Milk, Salt, Microbial Rennet]), Natural Flavor, Dehydrated Black Summer Truffle. Contains Milk.",160.0,0.0,12.0,8.0,190.0,35.0,1.0,0.0,12.0,0.0,2.0,1 Oz (28g/about 1/2 Package),
135,Chopped Medjool Dates,Trader Joes,"Medjool Dates, Coconut Flour. Contains Coconut. May Contain Traces Of Almond, Pecan.",110.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,25.0,6.0,1/3 Cup (40g),{'dairy free'}
136,Jerk-style Plantain Chips,Trader Joes,"Plantains, High Oleic Sunflower Oil, Jerk-style Seasoning Blend (spice Blend [allspice, Black Pepper, Cinnamon, Coriander Seed, Nutmeg, Red Pepper, Thyme], Maltodextrin, Salt, Onion Powder, Sugar, Garlic Powder, Citric Acid [acidulant], Yeast Extract, Spice Extractives, Ginger Extract, Silicon Dioxide [anti-caking]).",140.0,0.0,7.0,0.0,80.0,0.0,19.0,1.0,1.0,0.0,6.0,1 Oz (28g/about 20 Chips),{'dairy free'}
137,Sweet Pull Apart Aloha Rolls,Trader Joes,"Wheat Flour (unbleached Enriched Wheat Flour [wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid], Malted Barley Flour), Water, Cane Sugar, Eggs, Natural Vanilla Flavor, Yeast, Canola Oil, Vital Wheat Gluten, Dough Conditioner (wheat Flour, Microbial Enzymes), Salt. Contains Egg, Wheat. May Contain Traces Of Milk, Soy.",90.0,0.0,1.0,0.0,110.0,5.0,19.0,1.0,5.0,5.0,12.0,1 Roll (28g/1oz),
138,Hold The Corn! Appetizers,Trader Joes,"White Corn, Rice Wrapper (rice Flour, Tapioca Starch, Soybean Oil, Cane Sugar, Salt, Caramel Color), Sweet Corn, Water Chestnuts, Coconut, Green Onions, Wood Ear Mushrooms, Soybean Oil, Red Chile Peppers, Lemongrass, Salt, Garlic, Cilantro, Green Peppercorns, Red Chile Powder Contains Soy, Coconut.",150.0,0.0,5.0,2.0,320.0,0.0,25.0,3.0,2.0,3.0,3.0,4 Pieces (85g),{'dairy free'}
139,Cauliflower Pancakes,Trader Joes,"Cauliflower (cauliflower, Salt), Parmesan Cheese (milk, Salt, Animal Rennet), Brown Rice Flour, Leeks, Potato Starch, Sunflower Oil, Rice Flour, Egg White Powder, Cornstarch, Salt, Guar Gum. Contains Milk, Egg.",170.0,0.0,7.0,2.0,340.0,10.0,21.0,2.0,7.0,2.0,3.0,2 Pieces (85g),
140,Chili Onion Crunch,Trader Joes,"Olive Oil, Dried Onions, Dried Garlic, Dried Red Bell Peppers, Crushed Chili Peppers, Toasted Dried Onions, Sea Salt, Natural Flavors, Paprika Oleoresin (color).",110.0,0.0,10.0,1.0,150.0,0.0,6.0,1.0,1.0,1.0,9.0,1 Tablespoon (18g),{'dairy free'}
141,Everything Ciabatta Rolls,Trader Joes,"Unbleached Enriched Flour (wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Water, Sea Salt, Sesame Seeds, Dried Minced Onion, Yeast, Dried Minced Garlic, Poppy Seeds, Malted Barley Flour. Contains Wheat. May Contain Traces Of Soy, Walnut.",250.0,0.0,1.0,0.0,730.0,0.0,41.0,2.0,8.0,1.0,4.0,1 Roll (100g),{'dairy free'}
142,3 Seed Beet Crackers,Trader Joes,"White Corn, Corn Oil And/or Sunflower Oil, Beet Powder, Black Sesame Seeds, Flax Seeds, Paprika, Chia Seeds, Onion Powder, Sea Salt. May Contain Traces Of Milk ‎, Soy‎.",150.0,0.0,8.0,1.0,50.0,0.0,18.0,0.0,2.0,1.0,6.0,About 17 Crackers (30g),
143,Mini Stroopwafel Ice Cream Sandwiches,Trader Joes,"Caramel Waffle Cookies (wheat Flour, Glucose-fructose Syrup, Butter, Sugar, Shortening Blend [palm Oil, Rapeseed Oil, Mono- And Diglycerides Of Fatty Acids], Invert Sugar Syrup, Vanilla Sugar [sugar, Ground Vanilla Beans], Soy Flour, Soy Lecithin, Salt, Egg Powder, Wheat Fiber, Sodium Bicarbonate [leavening Agent], Cinnamon, Wheat Starch), Salted Caramel Ice Cream (cream, Milk, Cane Sugar, Condensed Skim Milk, Whey Powder, Egg Yolks, Guar Gum, Locust Bean Gum, Carrageenan, Natural Flavors, Nonfat Milk, Tapioca Syrup, Caramelized Sugar, Salt). Contains Milk, Egg, Soy, Wheat. May Contain Traces Of Almond, Coconut, Hazelnut, Macadamia Nut, Pecan, Pistachio, Walnut.",200.0,0.0,9.0,5.0,20.0,25.0,27.0,0.0,2.0,17.0,4.0,2 Sandwiches (56g),
144,Pepita Salsa,Trader Joes,"Tomatoes, Onions, Red Bell Pepper Puree (red Bell Peppers, Citric Acid), Dry Roasted Pepitas, Concentrated Crushed Tomatoes, Red Bell Peppers, Expeller Pressed Canola Oil, Water, Distilled White Vinegar, Sea Salt, Cilantro, Garlic, Onion Powder, Lime Juice Concentrate, Spices, Chipotle Powder.",30.0,0.0,2.0,0.0,180.0,0.0,2.0,0.0,1.0,1.0,11.0,2 Tbsp. (30g),{'dairy free'}
145,Organic Cold Pressed Green Juice Beverage,Trader Joes,"Organic Cucumber Juice, Organic Celery Juice, Organic Grapefruit Juice, Organic Green Leaf Lettuce Juice, Organic Green Chard Juice, Organic Lemon Juice, Organic Kale Juice, Organic Spinach Juice, Organic Parsley Juice, Organic Mint Tea (water, Organic Peppermint Leaves, Organic Spearmint Leaves).",30.0,0.0,0.0,0.0,65.0,0.0,7.0,0.0,1.0,4.0,4.0,8 Fl. Oz. (240ml),{'dairy free'}
146,Sliced Alpine Semisoft Cheese,Trader Joes,"Pasteurized Milk, Salt, Cheese Cultures, Microbial Enzyme Contains Milk.",70.0,0.0,5.0,3.0,140.0,15.0,1.0,0.0,5.0,0.0,10.0,1 Slice (20g),
148,Salted Caramel Flavored Hot Cocoa,Trader Joes,"Sugar, Coconut Creamer (coconut Oil, Corn Syrup Solids, Cocoa Butter, Sodium Caseinate [milk], Mono-and Diglycerides, Dipotassium Phosphate, Natural Flavor, Silicon Dioxide [anti-caking Agent]), Maltodextrin, Cocoa (processed With Alkali), Salt, Guar Gum, Silicon Dioxide (anti-caking Agent), Natural Caramel With Other Natural Flavors, Coffee Powder. Contains Milk, Coconut.",150.0,0.0,4.0,3.0,300.0,0.0,28.0,1.0,1.0,20.0,8.0,3 Tbsp (35g),
149,Cauliflower Pizza Crust,Trader Joes,"Cauliflower, Corn Flour, Water, Cornstarch, Potato Starch, Olive Oil, Salt. May Contain Traces Of Milk.",80.0,0.0,0.0,0.0,220.0,0.0,17.0,1.0,1.0,1.0,6.0,1/6 Crust (50g/1.8oz),
153,Organic Fruit & Seed Granola,Trader Joes,"Organic Sunflower Seeds, Organic Coconut, Organic Tapioca Syrup, Organic Sesame Seeds, Organic Coconut Sugar, Organic Pumpkin Seeds, Organic Dried Sweetened Cranberries (organic Cranberries, Organic Sugar, Organic Sunflower Oil), Organic Raisins, Organic Flax Seeds, Organic Chia Seeds, Organic Tapioca Starch, Water, Organic Hempseeds, Vanilla Extract, Sea Salt. Contains Coconut.",310.0,0.0,19.0,6.0,95.0,0.0,30.0,6.0,8.0,13.0,4.0,2/3 Cup (60g),{'dairy free'}
154,Spiced Chai Black Tea Concentrate,Trader Joes,"Filtered Water, Sugar, Black Tea, Chai Extract (water, Gum Arabic, Ginger Oleoresin, Cinnamon Oleoresin, Cardamom Oil, Clove Oil, Allspice Oil, Nutmeg Oil, Black Pepper Oleoresin, Rosemary Oleoresin), Natural Ginger Flavor, Citric Acid",80.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,4.0,4 Fl Oz (118ml),{'dairy free'}
156,Patio Chips,Trader Joes,"Russet Potatoes, Canola Oil, Cane Sugar, Vinegar Powder, Sea Salt, Contains 2% Or Less Of Tomato Powder, Whey Powder (milk), Maltodextrin, Dried Yeast, Onion Powder, Citric Acid (acidulant), Spices, Natural Flavors, Paprika Oleoresin (color), Horseradish Powder, Natural Smoke Flavor. Contains Milk.",140.0,0.0,8.0,0.0,270.0,0.0,17.0,1.0,2.0,1.0,6.0,1 Oz (28g/about 11 Chips),
157,Premium Peanut Butter Roundels,Trader Joes,"Peanut Butter (peanuts, Powdered Sugar [cane Sugar, Cornstarch], Palm Oil, Sea Salt), Milk Chocolate* (cane Sugar, Whole Milk Powder, Cocoa Butter, Cocoa Liquor, Soy Lecithin [emulsifier], Natural Vanilla Flavor), Dark Chocolate** (cane Sugar, Chocolate Liquor [processed With Alkali], Cocoa Butter, Milk Fat, Soy Lecithin [emulsifier], Natural Vanilla Flavor), Peanut Baking Chips (sugar, Partially Defatted Peanut Flour, Palm Kernel And/or Palm Oil, Nonfat Dry Milk, Soy Lecithin [emulsifier], Salt), Sugar, Glucose Syrup (corn, Wheat), Invert Sugar, Mono-and Diglycerides, Dried Egg Whites, Sea Salt. Contains Milk, Egg, Soy, Wheat, Peanut. May Contain Traces Of Almond, Cashew, Coconut, Pecan. * Milk Chocolate Contains Cocoa Solids 35% Minimum, Milk Solids 20% Minimum. **dark Chocolate Contains Cocoa Solids 49% Minimum.",150.0,0.0,10.0,4.0,70.0,5.0,17.0,1.0,3.0,11.0,8.0,1 Piece (28g),
159,World's Puffiest White Cheddar Corn Puffs,Trader Joes,"Cornmeal, Sunflower Oil, Whey, Buttermilk,cheddar Cheese (cultured Milk, Salt, Enzymes), Maltodextrin, Salt, Natural Flavors, Disodium Phosphate, Lactic Acid, Canola Oil, Citric Acid. Contains Milk.",130.0,0.0,5.0,1.0,135.0,5.0,20.0,0.0,2.0,2.0,7.0,: 2.5 Cups (28g/1oz),
160,No Sugar Dry Rubbed Uncured Bacon,Trader Joes,"Pork, Sea Salt, Spices (allspice, Black Pepper, Fenugreek, Mace, Nutmeg, White Pepper), Sunflower Oil.",60.0,0.0,5.0,2.0,150.0,10.0,0.0,0.0,4.0,0.0,8.0,1 Pan-fried Slice (11g),{'dairy free'}
161,Organic Caesar Salad Kit,Trader Joes,"Salad* (romaine Lettuce*, Croutons* [wheat Flour*, Water, Sunflower Oil*, Salt, Parmesan Cheese Powder* {parmesan Cheese (pasteurized Milk*, Salt, Cheese Cultures, Microbial Enzyme), Disodium Phosphate}, Garlic*, Palm Oil*, Non-fat Dry Milk*, Dextrose*, Sugar*, Onions*, Spices*, Yeast*, Citric Acid, Tricalcium Phosphate, Rosemary Extract*], Parmesan Cheese* [pasteurized Milk*, Cheese Culture, Salt, Microbial Enzyme, Cellulose Powder {anti-caking Agent}]), Caesar Dressing* (soybean Oil*, Water, Parmesan Cheese* [pasteurized Milk*, Cheese Culture, Salt, Microbial Enzyme], Egg Yolks*, Distilled White Vinegar*, Dijon Mustard* [apple Cider Vinegar*, Water, Mustard Seed*, Salt, Spices*], Dried Garlic*, Salt, Lemon Juice Concentrate*, Sugar*, Black Pepper*, Xanthan Gum, Mustard Flour*). *organic Ingredients Contains Milk, Egg, Soy, Wheat.",170.0,0.0,14.0,3.0,260.0,15.0,8.0,2.0,4.0,1.0,3.0,1 1/2 Cup (100g) Salad Plus Dressing†,
162,Organic Chickpea & Red Lentil Risoni,Trader Joes,"Organic Chickpea Flour, Organic Red Lentil Flour. May Contain Traces Of Soy.",170.0,0.0,1.0,0.0,0.0,0.0,27.0,3.0,10.0,1.0,6.0,1/4 Cup Dry (48g),{'dairy free'}
163,Pappa Al Pomodoro,Trader Joes,"Tomato (tomato, Tomato Puree), Vegetable Broth (water, Carrot, Onion, Garlic), Bread (enriched Flour [wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Water, Sourdough Starter [wheat Flour, Water], Sea Salt, Microbial Enzyme, Corn Meal), Extra Virgin Olive Oil, Basil, Sea Salt, Sunflower Lecithin, Chili. Contains Wheat.",170.0,0.0,11.0,1.0,630.0,0.0,17.0,3.0,3.0,6.0,2.0,1 Soup (255g),{'dairy free'}
164,Big Soft Pretzels,Trader Joes,"Wheat Flour, Water, Rapeseed Oil, Salt, Vital Wheat Gluten, Barley Malt Flour, Yeast, Dough Conditioner (wheat Flour, Malted Wheat Flour, Microbial Enzyme, Ascorbic Acid), Sodium Hydroxide (processing Aid). Contains Wheat. May Contain Traces Of Milk, Soy, Almond, Hazelnut.",220.0,0.0,4.0,0.0,440.0,0.0,40.0,2.0,7.0,3.0,4.0,1 Pretzel (70g) Plus Salt†,
165,Organic Carrot Turmeric Juice Blend,Trader Joes,"Organic Carrot Juice, Organic Black Pepper, Organic Lemon Juice, Organic Turmeric Powder, Organic Chili Pepper Powder.",70.0,0.0,0.0,0.0,105.0,0.0,15.0,0.0,2.0,6.0,4.0,8fl Oz (240ml),{'dairy free'}
166,8 Mini Croissants,Trader Joes,"Unbleached Enriched Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cultured Butter (milk, Natural Flavor, Bacterial Culture), Water, Yeast, Cane Sugar, Dough Conditioner (wheat Gluten, Wheat Flour, Rapeseed Lecithin, Malted Wheat Flour, Deactivated Yeast, Ascorbic Acid, Enzymes), Milk (milk, Vitamin D3), Salt, Whole Milk Powder, Carob Bean Gum, Expeller Pressed Soybean Oil, Egg Yolks, Xanthan Gum. Contains Milk, Egg, Soy, Wheat. May Contain Traces Of Almond.",160.0,0.0,10.0,6.0,130.0,30.0,13.0,1.0,3.0,1.0,8.0,1 Croissant (43g),
167,Buttermilk Protein Pancake Mix,Trader Joes,"White Whole Wheat Flour, Whole Wheat Flour, Wheat Protein Isolate, Whey Protein Concentrate, Whole Grain Oat Flour, Milk Protein Concentrate, Leavening (calcium Phosphate, Baking Soda), Buttermilk Powder, Sea Salt. Contains Milk, Wheat.",140.0,0.0,1.0,0.0,260.0,0.0,23.0,3.0,10.0,1.0,11.0,1/3 Cup (40g) Dry Mix; Makes 2 Pancakes,
168,Organic Shredded 3 Cheese Blend,Trader Joes,"Organic Low Moisture Part-skim Mozzarella Cheese (cultured Pasteurized Organic Part-skim Milk, Salt, Microbial Enzyme), Organic Monterey Jack Cheese (cultured Pasteurized Organic Whole Milk, Salt, Microbial Enzyme, Organic Annatto [for Color]), Organic Cheddar Cheese (cultured Pasteurized Organic Whole Milk, Salt, Microbial Enzyme, Organic Annatto [for Color]), Cellulose Powder (anti-caking Agent). Contains Milk.",100.0,0.0,8.0,5.0,170.0,25.0,1.0,0.0,7.0,0.0,8.0,1 Oz (28g/ 1/4 Cup),
169,Vanilla Flavored Baton Wafer Cookies,Trader Joes,"Unbleached Enriched Flour (wheat Flour, Reduced Iron, Niacin, Riboflavin, Thiamine Mononitrate, Folic Acid), Sugar, Palm Olein, Dextrose, Whole Milk Powder, Whey Powder, Soy Lecithin, Caramel Color, Salt, Natural Vanilla Flavor , Ground Vanilla Beans. Contains Milk, Soy, Wheat.",120.0,0.0,6.0,2.0,40.0,0.0,16.0,0.0,1.0,10.0,6.0,2 Pieces (24g),
171,Golden Oolong Tea,Trader Joes,"Water, Oolong Tea, Ascorbic Acid (to Maintain Color).",0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1 Bottle (500ml),{'dairy free'}
173,Chocolate. Covered. Pretzels.,Trader Joes,"Dark Chocolate (sugar, Cocoa Processed With Alkali, Cocoa Butter, Milk Fat, Soy Lecithin, Natural Vanilla Flavor), Mini Pretzels (unbleached Enriched Flour [wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Malted Barley Flour, Salt, Soybean Oil). Contains Milk, Soy, Wheat. May Contain Traces Of Egg, Peanut, Almond, Cashew, Coconut, Pecan. Dark Chocolate Covered Mini Pretzels",140.0,0.0,7.0,4.0,160.0,0.0,19.0,2.0,2.0,9.0,12.0,About 5 Pretzels (28g),
174,Organic Dehydrated Carrots Of Many Colors,Trader Joes,"Organic Carrots, Sea Salt.",140.0,0.0,1.0,0.0,310.0,0.0,28.0,11.0,3.0,6.0,1.0,1 Package (40g),{'dairy free'}
175,Organic Italian Nocellara Olives,Trader Joes,"Organic Green Olives, Organic Sunflower Oil, Sea Salt, Organic Parsley, Organic Basil, Organic Oregano, Organic Thyme, Organic Rosemary, Lactic Acid (acidifier).",30.0,0.0,3.0,0.0,125.0,0.0,1.0,1.0,0.0,0.0,25.0,3 Olives (14g),{'dairy free'}
176,Avocado Tzatziki Dip,Trader Joes,"Greek 2% Lowfat Yogurt (pasteurized Skim Milk, Milk Protein Concentrate, Cream, Pectin, Lactase Enzyme, Cultures), Avocado, Cucumber, Lemon Juice, Jalapeño, Garlic, Sea Salt, Dill, Black Pepper, Xanthan Gum, Mint. Contains Milk.",25.0,0.0,1.0,0.0,80.0,5.0,2.0,1.0,1.0,0.0,11.0,2 Tbsp. (31g),
179,I Dream Of Chocolate Cake,Trader Joes,"Cane Sugar, Water, Cocoa Mass, Wheat Flour, Milk (milk, Vitamin D3), Margarine (vegetable Oil Blend [soybean Oil, Palm Oil], Water, Salt, Mono- And Diglycerides, Nonfat Dry Milk, Sunflower Lecithin, Natural Flavor, Vitamin A Palmitate, Beta-caro-tene[color]), Milk Chocolate (cane Sugar, Cocoa Butter, Whole Milk Powder, Cocoa Mass, Nonfat Cry Milk, Dextrose, Natural Vanilla Flavor), Eggs, Sour Cream, Powdered Cane Sugar (cane Sugar, Cornstarch), Evaporated Milk (milk, Vitamin D3), Corn Syrup, Sugared Egg Yolks (egg Yolks, Sugar), Unsalted Butter (cream), Heavy Cream, Cocoa Processed With Alkali, Coconut Oil, Baking Soda, Egg Whites, Semisweet Chocolate (sugar, Cocoa Mass [processed With Alkali], Cocoa Butter, Milk Fat, Soy Lecithin, Natural Vanila Flavor), Coffee, Salt, Baking Powder (sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phoshate), Natural Flavors, Sunflower Lecithin. Contains Milk, Egg, Soy, Wheat, Coconut.",250.0,0.0,13.0,7.0,75.0,45.0,31.0,2.0,3.0,22.0,6.0,1/6 Cake (76g),
180,Key Lime Pie,Trader Joes,"Sweetened Condensed Milk (milk, Sugar, Lactose), Graham Crumb (wheat Flour, Graham Flour, Sugar, Palm Oil, Molasses, Salt, Sodium Bicarbonate), Water, Sugar, Liquid Egg Yolk (liquid Egg Yolk, Sugar), Whipping Cream (cream, Milk, Carrageenan), Butter (cream, Salt), Key Lime Juice Concentrate, Non-hydrogenated Palm Shortening (palm Oil, Modified Palm Oil), Lime Puree (lime Juice Concentrate, Water, Lime Pulp, Lime Oil, Lime Peel), Modified Tapioca Starch, Whey Protein Concentrate, Salt. Contains Milk, Wheat, Egg. May Contain Traces Of Almonds, Coconut, Pecans, Soy.",250.0,0.0,11.0,7.0,160.0,90.0,36.0,1.0,4.0,26.0,6.0,1/6th Of Pie (80g),
181,Apple Cranberry Tarts,Trader Joes,"Northern Spy Apples, Unbleached Enriched Wheat Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Palm Shortening (palm Oil, Fractionated Palm Oil), Sugar, Water, Cranberries, Contains 2% Or Less Of Glaze (sugar, Agar), Liquid Whole Egg, Modified Tapioca Starch, Salt, Cultured Wheat Starch (for Freshness), Dextrose, White Distilled Vinegar, Lemon Juice Concentrate, Cinnamon, Apple Juice Concentrate, Candied Orange Peel (orange Peel, Sugar, Orange Oil), Yeast, Microbial Enzyme, Cloves, Nutmeg, Caramel Color, Allspice. Contains Egg, Wheat. May Contain Traces Of Milk, Soy, Almond, Coconut, Pecan.",480.0,0.0,25.0,12.0,480.0,10.0,58.0,2.0,5.0,22.0,2.0,1 Tart (160g/5.7oz),
183,Crunchy Cinnamon Squares,Trader Joes,"Whole Wheat Flour, Cane Sugar, Fructose, Rice Flour, Rice Bran Oil, Contains 2% Or Less Of: Salt, Calcium Carbonate, Cinnamon, Sunflower Lecithin Powder (sunflower Lecithin, Fractionated Coconut Oil), Iron ( Ferrous Fumarate), Vitamin B12 (cyanocobalamin), Zinc (zinc Oxide), Trisodium Phosphate, Vitamin A (palmitate), Vitamin D3 (cholecalciferol), Vitamin C (sodium Ascobate), Nicacin ( Niacinamide), Vitamin B1 Thiamin Mononitrate), Vitamin B2 (riboflavin), Folic Acid, Vitamin B6 (pyridoxine Hydrochloride). Contains Wheat, Coconut.",130.0,0.0,2.0,0.0,210.0,0.0,24.0,2.0,2.0,0.0,11.0,3/4 Cup (31g),{'dairy free'}
184,Mac And Cheese Bites,Trader Joes,"Cooked Elbow Macaroni (water, Enriched Durum Wheat Flour [semolina, Niacin, Ferrous Sulfate, Thiamin Mononitrate, Riboflavin, Folic Acid]), Milk (whole Milk, Vitamin D3), Four Cheese Blend (cheddar Cheese [pasteurized Milk, Cheese Cultures, Salt, Microbial Enzyme, Annatto {color}], Gouda Cheese [pasteurized Milk, Cheese Cultures, Salt, Microbial Enzyme, Annatto {color}], Havarti Cheese [pasteurized Milk, Cheese Cultures, Salt, Microbial Enzyme], Swiss Cheese [pasteurized Milk, Cheese Cultures, Salt, Microbial Enzyme]), Breadcrumbs (wheat Flour, Sugar, Yeast, Salt), Cornstarch, Expeller Pressed Canola Oil, Unbleached Enriched Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Barley Malt), Egg, Water, Onion, Pepper Jack Cheese (pasteurized Milk, Cheese Cultures, Jalapeno Peppers, Salt, Microbial Enzyme), Heavy Cream, Pecorino Romano Cheese Blend (pecorino Romano Cheese [pasteurized Sheep’s Milk, Cheese Cultures, Salt, Microbial Enzyme], Hard Grating Cheese [milk, Salt, Cheese Cultures, Microbial Enzyme], Cheese Whey Solids, Cornstarch), Unsalted Butter, Cream Cheese (cultured Pasteurized Milk And Cream, Salt, Stabilizers [guar Gum, Carob Bean Gum]), Salt, Garlic, Cayenne Pepper Sauce (aged Cayenne Red Peppers, Distilled Vinegar, Water, Salt, Garlic Powder), Paprika, Garlic Powder, Nutmeg. Contains Milk, Wheat, Egg. May Contain Traces Of Soy.",190.0,0.0,10.0,4.0,280.0,25.0,19.0,2.0,7.0,0.0,3.0,3 Pieces (85g),
185,Butter Toffee Coated Virginia Peanuts,Trader Joes,"Peanuts, Sugar, Unsalted Butter (cream [milk], Water, Natural Flavor), Salt. Contains Milk, Peanut. May Contain Traces Of Egg, Soy, Wheat, Almond, Cashew, Coconut, Pecan.",180.0,0.0,12.0,3.0,110.0,5.0,14.0,2.0,5.0,11.0,11.0,1/4 Cup (32g),
186,Candy Corn Popcorn,Trader Joes,"Sugar, Popcorn, Tapioca Syrup (tapioca Starch, Water), Coconut Oil, High-oleic Sunflower Oil, Salt, Natural Flavors, Sunflower Lecithin, For Color (beet Juice Powder, Annatto Extract, Turmeric Extract Contains Coconut. May Contain Traces Of Milk, Soy, Peanut, Almond, Macadamia Nut, Pecan",140.0,0.0,5.0,3.0,100.0,0.0,24.0,1.0,1.0,17.0,5.0,3/4 Cup (30g),
187,Cinnamon Crumb Coffee Cake,Trader Joes,"Cake: Enriched Unbleached Flour (whear Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid, May Contain Malted Barley Flour, Enzymes, Ascorbic Acid), Sugar, Cornstarch, Soybean Oil, Leavening (calcium Acid Pyrophosphate, Monocalcium Phosphate, Sodium Bicarbonate), Salt, Guar Gum, Spice, Natural Flavor. Topping: Sugar, Enriched Unbleached Flour (wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid, May Contain Malted Barley Flour), Spice, Soybean Oil, Salt. Contains Wheat And Soy.",200.0,0.0,1.0,0.0,210.0,0.0,44.0,1.0,2.0,27.0,12.0,1/4 Cup Mix (33g) And 2 Tablespoons Cinnamon Topping (19g),{'dairy free'}
188,Organic Spicy Avocado Hummus,Trader Joes,"Garbanzo Beans* (garbanzo Beans*, Water), Water, Avocado Pulp* (avocado*, Lime Juice Concentrate*), Tahini* (sesame Seeds)*, Extra Virgin Olive Oil*, Jalapeño Peppers*, Sea Salt, Citric Acid (acidifier), Cumin Powder*, Garlic Powder*, Cayenne Powder*, Black Pepper*. *organic Ingredients.",60.0,0.0,4.0,0.0,115.0,0.0,5.0,2.0,2.0,1.0,8.0,2 Tbsp (28g),{'dairy free'}
189,Gluten Free Pie Crust,Trader Joes,"Butter (sweet Cream, Lactic Acid), Rice Flour, Tapioca Flour, Cornstarch, Liquid Eggs (whole Eggs, Citric Acid), Water, Sugar, Xanthan Gum, Baking Soda, Baking Powder (sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate). Contains Milk, Egg.",80.0,0.0,4.0,2.0,35.0,20.0,11.0,0.0,1.0,2.0,8.0,1/8th Crust (21g),
